6930.14227642,38413.27213115,198.00531121,0.01960784
3762.07723577,47125.56065574,198.00531121,0.19215686
68113.39837398,12672.41967213,198.00531121,0.21568627
13068.26829268,26334.87213115,198.00531121,0.25098039
13068.26829268,26334.87213115,198.00531121,0.25098039
71875.47560976,17424.57704918,198.00531121,0.25882353
71875.47560976,17424.57704918,198.00531121,0.25882353
13068.26829268,26334.87213115,198.00531121,0.25098039
13068.26829268,26334.87213115,198.00531121,0.25098039
13068.26829268,26334.87213115,198.00531121,0.25098039
